,tconst,primaryTitle,Directors,originalTitle,startYear,runtimeMinutes,averageRating,numVotes,genre 1,genre 2,genre 3,Crew
4984,tt0113142,Gamera: Guardian of the Universe,Shûsuke Kaneko,Gamera daikaijǯ kuchu kessen,1995-01-01,96.0,6.7,3743.0,Adventure,Fantasy,Horror,"Yuka Sakano, Yukijirô Hotaru, Tsuyoshi Ihara"
4985,tt0113145,The Son Of...,Maurice Pialat,Le garÇõu,1995-01-01,102.0,6.6,607.0,Drama,NONE,NONE,"Antoine Pialat, Dominique Rocheteau, Gérard Depardieu"
4986,tt0113149,French Twist,Josiane Balasko,Gazon maudit,1995-01-01,104.0,6.4,5100.0,Comedy,Drama,Romance,"Henri Talau, Josiane Balasko, Victoria Abril"
4987,tt0113153,My Father is a Hero,Corey Yuen,Kap ba ba dik sung,1995-01-01,104.0,6.5,5234.0,Action,Crime,Drama,Jet Li
4988,tt0113158,Georgia,Ulu Grosbard,Georgia,1995-01-01,115.0,6.5,3147.0,Drama,Music,NONE,"Ulu Grosbard, Jennifer Jason Leigh"
4989,tt0113161,Get Shorty,Barry Sonnenfeld,Get Shorty,1995-01-01,105.0,6.9,85715.0,Comedy,Crime,Thriller,"John Travolta, Alfred Dennis, Zack Phifer, Gene Hackman"
4990,tt0113168,Gimlet,José Luis Acosta,Gimlet,1995-01-01,95.0,5.7,233.0,Thriller,NONE,NONE,"Àngels Aymar, Ángela Molina"
4991,tt0113183,My Sister's Good Fortune,Angela Schanelec,Das GlǬck meiner Schwester,1995-01-01,84.0,6.1,277.0,Drama,NONE,NONE,"Anna Bolk, Anna Bolk"
4992,tt0113186,A Last Note,Kaneto Shindô,Gogo no Yuigon-jo,1995-01-01,110.0,6.8,237.0,Drama,NONE,NONE,"Katsumi Kiba, Haruko Sugimura"
4993,tt0113188,Gold Diggers: The Secret of Bear Mountain,Kevin James Dobson,Gold Diggers: The Secret of Bear Mountain,1995-01-01,94.0,6.0,4740.0,Adventure,Drama,Family,"Anna Chlumsky, Christina Ricci"
4994,tt0113189,GoldenEye,Martin Campbell,GoldenEye,1995-01-01,130.0,7.2,261661.0,Action,Adventure,Thriller,"Joe Don Baker, Martin Campbell, Famke Janssen, Pierce Brosnan"
4995,tt0113194,The Five,Takashi Ishii,Gonin,1995-01-01,109.0,6.7,2520.0,Action,Crime,Drama,"Takashi Ishii, Maiko Kawakami, Kôichi Satô"
4996,tt0113205,Grajacy z talerza,Jan Jakub Kolski,Grajacy z talerza,1995-01-01,107.0,6.9,158.0,Drama,Fantasy,Romance,"Agnieszka Michalska, Franciszek Pieczka"
4997,tt0113211,The Grass Harp,Charles Matthau,The Grass Harp,1995-01-01,107.0,7.1,18738.0,Comedy,Drama,NONE,"Nell Carter, Bonnie Bartlett, Piper Laurie"
4998,tt0113223,Grizzly Mountain,Jeremy Haft,Grizzly Mountain,1995-01-01,96.0,5.1,283.0,Adventure,Family,Fantasy,"Dylan Haggerty, Dan Haggerty"
4999,tt0113224,Gentlemen Don't Eat Poets,John-Paul Davidson,The Grotesque,1995-01-01,99.0,5.5,664.0,Comedy,Drama,Horror,"Chris Burke, Alan Bates"
5000,tt0113228,Grumpier Old Men,Howard Deutch,Grumpier Old Men,1995-01-01,101.0,6.6,28569.0,Comedy,Romance,NONE,"David Johansen, Ann Morgan Guilbert, Robert Roessel, Walter Matthau"
5001,tt0113230,Diary of a Serial Killer,Otto Chan,Gwong Chow sat yan wong: Yan pei yat gei,1995-01-01,91.0,5.6,160.0,Crime,Horror,NONE,NONE
5002,tt0113233,Guimba the Tyrant,Cheick Oumar Sissoko,"Guimba: un tyran, une Ǹpoque",1995-01-01,93.0,6.5,241.0,Comedy,Drama,Fantasy,"Cheick Oumar Sissoko, Issa Falaba Traoré"
5003,tt0113234,Gumby: The Movie,Art Clokey,Gumby 1,1995-01-01,90.0,6.0,967.0,Adventure,Animation,Comedy,"Dal McKennon, Dal McKennon"
5004,tt0113238,Gunfighter's Moon,Larry Ferguson,Gunfighter's Moon,1995-01-01,95.0,6.4,682.0,Action,Drama,Romance,"Rex Rossi, James Victor, Nikki Deloach, Lance Henriksen"
5005,tt0113241,Habit,Larry Fessenden,Habit,1995-01-01,112.0,6.4,1913.0,Drama,Horror,Romance,Larry Fessenden
5006,tt0113243,Hackers,Iain Softley,Hackers,1995-01-01,105.0,6.2,71329.0,Crime,Drama,Romance,"Penn Jillette, Ethan Browne, Chris Difford, Jonny Lee Miller"
5007,tt0113247,La haine,Mathieu Kassovitz,La haine,1995-01-01,98.0,8.1,179210.0,Crime,Drama,NONE,"Karim Belkhadra, Vincent Cassel, Pierre Aïm"
5008,tt0113256,"Good Men, Good Women",Hsiao-Hsien Hou,Hao nan hao nu,1995-01-01,108.0,7.1,1196.0,Drama,Romance,NONE,"Annie Shizuka Inoh, T'ien-wen Chu, Annie Shizuka Inoh"
5009,tt0113269,Haunted,Lewis Gilbert,Haunted,1995-01-01,108.0,6.2,6963.0,Drama,Horror,NONE,"Lewis Gilbert, Aidan Quinn"
5010,tt0113273,"Up, Down, Fragile",Jacques Rivette,Haut bas fragile,1995-01-01,169.0,7.3,630.0,Comedy,Musical,Mystery,"Philippe Dormoy, Marianne Denicourt, Laurence Côte"
5011,tt0113277,Heat,Michael Mann,Heat,1995-01-01,170.0,8.3,667992.0,Action,Crime,Drama,"Alison E. McBryde, Ashley Judd, Amy Brenneman, Al Pacino"
5012,tt0113280,Heavy,James Mangold,Heavy,1995-01-01,105.0,6.7,5424.0,Drama,Romance,NONE,"James Mangold, Pruitt Taylor Vince"
5013,tt0113281,Men Behind the Sun 4,Tun-Fei Mou,Hei tai yang: Nan Jing da tu sha,1995-01-01,91.0,6.3,867.0,Drama,History,Horror,NONE
5014,tt0113292,Peace Hotel,Ka-Fai Wai,Wo ping fan dim,1995-01-01,89.0,6.2,1242.0,Action,Crime,Drama,Chow Yun-Fat
5015,tt0113303,Hideaway,Brett Leonard,Hideaway,1995-01-01,106.0,5.3,7114.0,Fantasy,Horror,Thriller,"Natasha Morley, Joakim Thåström, Neal Jimenez, Jeff Goldblum"
5016,tt0113305,Higher Learning,John Singleton,Higher Learning,1995-01-01,128.0,6.5,20707.0,Crime,Drama,Thriller,"Michael C. Claypool, Bradford English, Dedrick D. Gobert, Omar Epps"
5017,tt0113312,"Hola, ¶¨estÇ­s sola?",Icíar Bollaín,"Hola, ¶¨estÇ­s sola?",1995-01-01,92.0,6.3,807.0,Comedy,Drama,NONE,Silke
5018,tt0113313,Hollow Point,Sidney J. Furie,Hollow Point,1996-01-01,102.0,5.7,1995.0,Action,Comedy,Crime,"Jonny Lang, Kliment Denchev, Thomas Ian Griffith"
5019,tt0113314,Hollow Reed,Angela Pope,Hollow Reed,1996-01-01,104.0,7.2,1137.0,Drama,Romance,NONE,"Sophie Baker, Sam Bould, Michala Petri"
5020,tt0113319,Homage,Ross Kagan Marks,Homage,1995-01-01,97.0,5.5,221.0,Crime,Drama,Thriller,"Bob Goen, Blythe Danner"
5021,tt0113321,Home for the Holidays,Jodie Foster,Home for the Holidays,1995-01-01,103.0,6.5,13812.0,Comedy,Drama,Romance,"Eva Langsdorff, Holly Hunter"
5022,tt0113326,Rumble in the Bronx,Stanley Tong,Hung fan kui,1995-01-01,104.0,6.7,43622.0,Action,Comedy,Crime,"Peter Cheung, Marc Akerstream, Denny Arnold, Jackie Chan"
5023,tt0113328,Hoogste tijd,Frans Weisz,Hoogste tijd,1995-01-01,98.0,7.2,148.0,Drama,NONE,NONE,"Rein Korthals Altes, Anne Martien Lousberg, Rijk de Gooyer"
5024,tt0113337,Hotel Sorrento,Richard Franklin,Hotel Sorrento,1995-01-01,112.0,6.5,333.0,Drama,NONE,NONE,"Richard Franklin, Caroline Goodall"
5025,tt0113347,How to Make an American Quilt,Jocelyn Moorhouse,How to Make an American Quilt,1995-01-01,117.0,6.3,12109.0,Comedy,Drama,Romance,"Maya Angelou, Paige Kettner, Richard Kelley, Winona Ryder"
5026,tt0113350,The Red Wolf,Woo-Ping Yuen,Hu meng wei long,1995-01-01,92.0,6.1,392.0,Action,NONE,NONE,Fung Woo
5027,tt0113351,Love in the Time of Twilight,Hark Tsui,Hua yue jia qi,1995-01-01,103.0,7.0,291.0,Comedy,Drama,History,"Eric Kot, Nicky Wu"
5028,tt0113356,Out of the Dark,Jeffrey Lau,Wui wan yeh,1995-01-01,86.0,6.8,2597.0,Comedy,Horror,NONE,Stephen Chow
5029,tt0113359,The Hounds of Riga,Per Berglund,Hundarna i Riga,1995-01-01,106.0,5.5,789.0,Thriller,NONE,NONE,"Lucine Amara, Nils Bäckström, Carina Lidbom, Rolf Lassgård"
5030,tt0113360,The Hunted,J.F. Lawton,The Hunted,1995-01-01,111.0,5.9,5425.0,Action,Drama,Thriller,"Reina Reyes, Christopher Lambert"
5031,tt0113362,The Horseman on the Roof,Jean-Paul Rappeneau,Le hussard sur le toit,1995-01-01,135.0,7.0,6164.0,Adventure,Drama,Romance,"Marie Albe, Gérard Bayle, Paul Chevillard, Olivier Martinez"
5032,tt0113364,HÇôst i paradiset,Richard Hobert,HÇôst i paradiset,1995-01-01,102.0,5.9,200.0,Comedy,Drama,Romance,"Mona Malm, Mona Malm"
5033,tt0113368,I Like to Play Games,Robert Kubilos,I Like to Play Games,1995-01-01,95.0,5.0,983.0,Drama,NONE,NONE,"Monique Noel, Lisa Boyle"
5034,tt0113375,I.D.,Phil Davis,I.D.,1995-01-01,107.0,7.3,7196.0,Crime,Drama,NONE,"Andrea Leber, Reece Dinsdale"
5035,tt0113394,The Immortals,Brian Grant,The Immortals,1995-01-01,98.0,5.4,1483.0,Action,Crime,Drama,"Jason Villard, Audra Lee Janairo, Brent Bolthouse, Eric Roberts"
5036,tt0113403,A Midwinter's Tale,Kenneth Branagh,In the Bleak Midwinter,1995-01-01,99.0,7.2,2656.0,Comedy,NONE,NONE,"Michael Maloney, Michael Maloney"
5037,tt0113409,In the Mouth of Madness,John Carpenter,In the Mouth of Madness,1994-01-01,95.0,7.1,73079.0,Drama,Fantasy,Horror,"Sharon Dyer, John Glover, Stephen Myles Berger, Sam Neill"
5038,tt0113416,The Incredibly True Adventure of Two Girls in Love,Maria Maggenti,The Incredibly True Adventure of Two Girls in Love,1995-01-01,94.0,6.6,4879.0,Comedy,Drama,Romance,"Nicole Ari Parker, Maria Essen, Tom Judson, Laurel Holloman"
5039,tt0113419,The Indian in the Cupboard,Frank Oz,The Indian in the Cupboard,1995-01-01,96.0,6.0,29961.0,Drama,Family,Fantasy,"David Keith, Hal Scardino"
5040,tt0113425,The Innocent Sleep,Scott Michell,The Innocent Sleep,1995-01-01,110.0,5.4,364.0,Crime,Drama,Thriller,"Chris Chering, Oliver Cotton"
5041,tt0113440,Washed Out,Zrinko Ogresta,Isprani,1995-01-01,87.0,6.6,221.0,Drama,Romance,NONE,"Zvonko Zecevic, Zrinko Ogresta, Andrea Bakovic, Katarina Bistrovic-Darvas"
5042,tt0113442,It Takes Two,Andy Tennant,It Takes Two,1995-01-01,101.0,5.9,23672.0,Comedy,Family,Romance,"Michael Vollans, Mary-Kate Olsen, Jane Sibbett, Kirstie Alley"
5043,tt0113443,It's My Party,Randal Kleiser,It's My Party,1996-01-01,110.0,7.1,3139.0,Drama,Romance,NONE,"Jon David Casey, Kenneth Patrick Brady, Steven Fertig, Eric Roberts"
5044,tt0113444,Ivo il tardivo,Alessandro Benvenuti,Ivo il tardivo,1995-01-01,110.0,6.0,164.0,Comedy,Drama,NONE,"Alessandro Benvenuti, Vito, Alessandro Benvenuti"
5045,tt0113448,Jack & Sarah,Tim Sullivan,Jack & Sarah,1995-01-01,110.0,6.6,5402.0,Comedy,Drama,Romance,"Steve Morrison, Tim Sullivan, Omar, Richard E. Grant"
5046,tt0113451,Jade,William Friedkin,Jade,1995-01-01,95.0,5.3,13219.0,Crime,Drama,Thriller,"Peter Duchin, Bud Bostwick, David Caruso"
5047,tt0113455,Jallaad,T.L.V. Prasad,Jallaad,1995-01-01,144.0,5.7,213.0,Action,Drama,NONE,"T.L.V. Prasad, Mithun Chakraborty"
5048,tt0113459,Japaner sind die besseren Liebhaber,Philipp Weinges,Japaner sind die besseren Liebhaber,1995-01-01,82.0,5.5,122.0,Comedy,NONE,NONE,"Philipp Weinges, Thomas Heinze"
5049,tt0113463,Jefferson in Paris,James Ivory,Jefferson in Paris,1995-01-01,139.0,5.7,3117.0,Biography,Drama,History,"Sandrine Piau, Sylvia Bergé, Nick Nolte"
5050,tt0113464,Jeffrey,Christopher Ashley,Jeffrey,1995-01-01,92.0,6.7,6496.0,Comedy,Drama,NONE,"Mary Bond Davis, Bryan Batt, Albert Macklin, Steven Weber"
5051,tt0113466,The Interview,Monique Gardenberg,Jenipapo,1995-01-01,100.0,6.2,114.0,Drama,NONE,NONE,"Monique Gardenberg, Henry Czerny"
5052,tt0113475,The Chinese Feast,Hark Tsui,Gam yuk moon tong,1995-01-01,100.0,6.8,1343.0,Comedy,Romance,NONE,Kenny Bee
5053,tt0113481,Johnny Mnemonic,Robert Longo,Johnny Mnemonic,1995-01-01,103.0,5.6,73504.0,Action,Drama,Sci-Fi,"Von Flores, Dolph Lundgren, Staffan Ahrenberg, Keanu Reeves"
5054,tt0113482,Jonah and the Pink Whale,Juan Carlos Valdivia,JonÇ­s y la ballena rosada,1995-01-01,92.0,5.4,152.0,Drama,NONE,NONE,NONE
5055,tt0113489,Diary of a Seducer,Danièle Dubroux,Le journal du sǸducteur,1996-01-01,95.0,6.8,291.0,Comedy,Crime,Drama,"Danièle Dubroux, Chiara Mastroianni"
5056,tt0113490,The Journey of August King,John Duigan,The Journey of August King,1995-01-01,91.0,6.5,1022.0,Drama,NONE,NONE,"Rich Valliere, Jason Patric"
5057,tt0113492,Judge Dredd,Danny Cannon,Judge Dredd,1995-01-01,96.0,5.6,120617.0,Action,Crime,Sci-Fi,"Paul Abascal, Joan Chen, Christopher Adamson, Sylvester Stallone"
5058,tt0113497,Jumanji,Joe Johnston,Jumanji,1995-01-01,104.0,7.0,355078.0,Adventure,Comedy,Family,"Laura Bell Bundy, Malcolm Stewart, Bonnie Hunt, Robin Williams"
5059,tt0113501,Just Cause,Arne Glimcher,Just Cause,1995-01-01,102.0,6.4,28030.0,Action,Crime,Drama,"Ruby Dee, George Plimpton, Tony Bolano, Sean Connery"
5060,tt0113515,Kakaya chudnaya igra,Pyotr Todorovskiy,Kakaya chudnaya igra,1995-01-01,93.0,6.8,132.0,Drama,NONE,NONE,"Larisa Udovichenko, Andrey Ilin"
5061,tt0113523,Kamikaze Taxi,Masato Harada,Kamikaze takushǩ,1995-01-01,169.0,7.5,685.0,Action,Crime,Drama,"Reiko Kataoka, Mickey Curtis, Kôji Yakusho"
5062,tt0113526,Karan Arjun,Rakesh Roshan,Karan Arjun,1995-01-01,175.0,6.8,15034.0,Action,Drama,Fantasy,"Gavin Packard, Raj Kishore, Rakhee Gulzar"
5063,tt0113530,Karuththamma,Bharathiraja,Karuththamma,1994-01-01,153.0,7.2,196.0,Drama,NONE,NONE,"Bharathiraja, Maheshwari"
5064,tt0113533,Born to Be Wild,John Gray,Born to Be Wild,1995-01-01,100.0,5.1,1602.0,Adventure,Comedy,Drama,"Roger Fouts, Keith Swift, Wil Horneff"
5065,tt0113535,The Keeper,Joe Brewster,The Keeper,1995-01-01,92.0,5.6,322.0,Crime,Drama,NONE,Giancarlo Esposito
5066,tt0113537,Kicking and Screaming,Noah Baumbach,Kicking and Screaming,1995-01-01,96.0,6.7,14097.0,Comedy,Drama,Romance,"Josh Hamilton, Jonathan Baumbach, Jason Wiles, Josh Hamilton"
5067,tt0113540,Kids,Larry Clark,Kids,1995-01-01,91.0,7.0,80838.0,Drama,NONE,NONE,"Harmony Korine, Sajan Bhagat, William A. Attaway, Leo Fitzpatrick"
5068,tt0113541,Kids of the Round Table,Robert Tinnell,Kids of the Round Table,1995-01-01,89.0,5.1,350.0,Adventure,Comedy,Family,"Christopher Olscamp, Robert Tinnell"
5069,tt0113542,Killer: A Journal of Murder,Tim Metcalfe,Killer: A Journal of Murder,1995-01-01,91.0,6.3,2349.0,Biography,Crime,Drama,"Rob Locke Jones, Tim Metcalfe, James Woods"
5070,tt0113547,Kimia,Ahmad Reza Darvish,Kimia,1995-01-01,92.0,6.2,300.0,Drama,War,NONE,Khosro Shakibai
5071,tt0113552,Kiss of Death,Barbet Schroeder,Kiss of Death,1995-01-01,101.0,5.9,19658.0,Crime,Drama,Thriller,"Calvin Hart, David Caruso"
5072,tt0113556,The Last Wedding,Markku Pölönen,KivenpyÇôrittÇÏjÇÏn kylÇÏ,1995-01-01,90.0,6.6,941.0,Comedy,Drama,NONE,"Ahti Kuoppala, Henrika Andersson, Susanna Indren, Martti Suosalo"
5073,tt0113557,Zero Kelvin,Hans Petter Moland,KjÇÝrlighetens kjÇ÷tere,1995-01-01,118.0,7.3,1995.0,Drama,NONE,NONE,"Juni Dahr, Stellan Skarsgård"
5074,tt0113558,Klash,Bill Parker,Kla$h,1995-01-01,95.0,6.3,115.0,Crime,Music,Romance,"Cedella Marley, Stafford Ashani, Jasmine Guy"
5075,tt0113568,Ghost in the Shell,Mamoru Oshii,KÇïkaku KidÇïtai,1995-01-01,83.0,7.9,147061.0,Action,Animation,Crime,"Dorothy Elias-Fahn, Milton James, Steve Bulen, Atsuko Tanaka"
5076,tt0113571,Der Kopf des Mohren,Paulus Manker,Der Kopf des Mohren,1995-01-01,120.0,6.7,154.0,Drama,Horror,NONE,"Paulus Manker, Gert Voss"
5077,tt0113573,Korea,Cathal Black,Korea,1995-01-01,87.0,7.2,113.0,Drama,NONE,NONE,"Darryl Collins, Donal Donnelly"
5078,tt0113580,Kummeli Stories,Matti Grönberg,Kummeli Stories,1995-01-01,90.0,7.0,2384.0,Comedy,Musical,Sport,"Raimo Helminen, Heikki Hela"
5079,tt0113581,Kun en pige,Peter Schrøder,Kun en pige,1995-01-01,170.0,6.4,432.0,Biography,NONE,NONE,"Amalie Dollerup, Hanne Jørna, Morten Gundel, Waage Sandø"
5080,tt0113588,Trouble Maker,Yen-Ping Chu,La bi xiao xiao sheng,1995-01-01,88.0,6.0,171.0,Action,Comedy,Drama,"Shao-Wen Hao, Li-Wei Chang"
5081,tt0113598,Lang leve de koningin,Esmé Lammers,Lang leve de koningin,1995-01-01,118.0,7.3,1207.0,Adventure,Drama,Family,"Hans Böhm, Dolf Jansen, Rene Nijman"
5082,tt0113612,Last Summer in the Hamptons,Henry Jaglom,Last Summer in the Hamptons,1995-01-01,108.0,5.7,427.0,Comedy,Drama,NONE,"Victoria Foyt, Lena Tabori, Victoria Foyt"
5083,tt0113613,The Last Supper,Stacy Title,The Last Supper,1995-01-01,92.0,6.7,15217.0,Comedy,Crime,Drama,"Jonathan Penner, Rachel Chagall, Bryn Erin, Cameron Diaz"
5084,tt0113617,Last of the Dogmen,Tab Murphy,Last of the Dogmen,1995-01-01,118.0,6.9,5649.0,Adventure,Western,NONE,"Gregory Scott Cummins, Tom Berenger"
5085,tt0113623,The Graduates,Leonardo Pieraccioni,I laureati,1995-01-01,88.0,6.4,1439.0,Comedy,Drama,Romance,"Mariolina De Fano, Elisabetta Cavallotti, Massimo Ceccherini"
5086,tt0113627,Leaving Las Vegas,Mike Figgis,Leaving Las Vegas,1995-01-01,111.0,7.5,128073.0,Drama,Romance,NONE,"Carey Lowell, Mariska Hargitay, Nicolas Cage"
5087,tt0113638,Let It Be Me,Eleanor Bergstein,Let It Be Me,1995-01-01,88.0,5.6,777.0,Drama,Romance,NONE,"Eleanor Bergstein, Victoria Leacock, Campbell Scott"
5088,tt0113646,Lewis & Clark & George,Rod McCall,Lewis & Clark & George,1997-01-01,82.0,5.3,719.0,Comedy,Crime,Thriller,"Nathan Perkins, Rose McGowan"
5089,tt0113647,La ley de la frontera,Adolfo Aristarain,La ley de la frontera,1995-01-01,115.0,6.2,261.0,Adventure,NONE,NONE,"Vicente Montoto, Antonio Lagares, Pere Ponce"
5090,tt0113649,Freedomfighters,Vicente Aranda,Libertarias,1996-01-01,125.0,6.9,2117.0,Drama,History,War,"Vicente Aranda, Joan Grau, Yolanda Pallín, Ana Belén"
5091,tt0113651,Full Throttle,Tung-Shing Yee,Lit foh chin che,1995-01-01,114.0,6.5,590.0,Action,Drama,NONE,"Alexander Chan, Andy Lau"
5092,tt0113658,Lilian's Story,Jerzy Domaradzki,Lilian's Story,1996-01-01,94.0,6.3,306.0,Drama,NONE,NONE,"Ruth Cracknell, Ruth Cracknell"
5093,tt0113662,Lipton Cockton in the Shadows of Sodoma,Jari Halonen,Lipton Cockton in the Shadows of Sodoma,1995-01-01,83.0,5.6,326.0,Mystery,Sci-Fi,Thriller,"Rauno Juvonen, Iris-Lilja Lassila, Heikki Ahonius, Jorma Tommila"
5094,tt0113664,Liste noire,Jean-Marc Vallée,Liste noire,1995-01-01,90.0,6.1,570.0,Drama,Thriller,NONE,"Gilles Legare, Louis-Georges Girard, Michel Côté"
5095,tt0113670,A Little Princess,Alfonso Cuarón,A Little Princess,1995-01-01,97.0,7.6,35461.0,Drama,Family,Fantasy,"Rachael Bella, Rahi Azizi, Eleanor Bron, Liesel Matthews"
5096,tt0113672,Doctor Mack,Chi-Ngai Lee,Liu mang yi sheng,1995-01-01,98.0,6.8,562.0,Comedy,Drama,NONE,Tony Leung Chiu-wai
5097,tt0113674,Live Nude Girls,Julianna Lavin,Live Nude Girls,1995-01-01,95.0,5.2,1943.0,Comedy,NONE,NONE,NONE
5098,tt0113675,The Real Thing,James Merendino,Livers Ain't Cheap,1996-01-01,89.0,5.0,245.0,Action,Crime,NONE,"Saville Beebe, James Russo"
5099,tt0113677,Living in Oblivion,Tom DiCillo,Living in Oblivion,1995-01-01,90.0,7.5,19093.0,Comedy,Drama,NONE,"Tom DiCillo, Steve Buscemi"
5100,tt0113682,Loch Ness,John Henderson,Loch Ness,1996-01-01,101.0,5.5,4641.0,Adventure,Drama,Fantasy,"Johnny Irving, Janette Foggo, Ted Danson"
5101,tt0113690,Lord of Illusions,Clive Barker,Lord of Illusions,1995-01-01,109.0,6.0,18313.0,Horror,Mystery,Thriller,"Mikey LeBeau, Ashley Tesoro, J. Trevor Edmond, Scott Bakula"
5102,tt0113691,Losing Isaiah,Stephen Gyllenhaal,Losing Isaiah,1993-01-01,111.0,6.4,6305.0,Drama,NONE,NONE,"Jackie Samuel, Jessica Lange"
5103,tt0113703,Love Letter,Shunji Iwai,Love Letter,1995-01-01,117.0,7.9,9900.0,Drama,Romance,NONE,"Takashi Kashiwabara, Kaori Oguri, Miki Sakai, Miho Nakayama"
5104,tt0113720,Love Lessons,Bo Widerberg,Lust och fÇÏgring stor,1995-01-01,130.0,6.8,6929.0,Drama,Romance,War,"Sigge Cederlund, Mikael Bengtsson, Per Holst, Johan Widerberg"
5105,tt0113725,Maborosi,Kore-eda Hirokazu,Maboroshi no hikari,1995-01-01,110.0,7.5,6634.0,Drama,NONE,NONE,"Makiko Esumi, Makiko Esumi"
5106,tt0113729,Mad Love,Antonia Bird,Mad Love,1995-01-01,93.0,5.3,6769.0,Comedy,Drama,Romance,"Davey Faragher, Chris O'Donnell"
5107,tt0113730,Madagascar Skin,Chris Newby,Madagascar Skin,1995-01-01,96.0,6.1,300.0,Comedy,Romance,NONE,"Chris Newby, Alistair Donald, Bernard Hill"
5108,tt0113731,Madame Butterfly,Frédéric Mitterrand,Madame Butterfly,1995-01-01,135.0,7.0,619.0,Drama,Music,NONE,"Frédéric Mitterrand, Richard Cowan, Christian Gasc"
5109,tt0113737,Magic in the Water,Rick Stevenson,Magic in the Water,1995-01-01,98.0,5.4,2047.0,Adventure,Family,Fantasy,"Clyde Klotz, Sarah Wayne, Peter Baer, Mark Harmon"
5110,tt0113748,Malicious,Ian Corson,Malicious,1995-01-01,92.0,5.0,1377.0,Drama,Thriller,NONE,"Stephen Benoit, Molly Ringwald"
5111,tt0113749,Mallrats,Kevin Smith,Mallrats,1995-01-01,94.0,7.0,125127.0,Comedy,Romance,NONE,"Shannen Doherty, Claire Forlani, Walter Flanagan, Shannen Doherty"
5112,tt0113755,Man of the House,James Orr,Man of the House,1995-01-01,96.0,5.2,9968.0,Comedy,Family,NONE,"Zachary Browne, Chevy Chase"
5113,tt0113756,Man of the Year,Dirk Shafer,Man of the Year,1995-01-01,86.0,5.9,340.0,Comedy,Romance,NONE,"Steven Drake, Dirk Shafer, Claudette Sutherland"
5114,tt0113757,A Chinese Torture Chamber Story,Bosco Lam,Moon ching sap dai huk ying,1994-01-01,88.0,5.9,1368.0,Comedy,Drama,Thriller,"Yvonne Hung Yung, Yvonne Hung Yung"
5115,tt0113758,Man with a Plan,John O'Brien,Man with a Plan,1996-01-01,89.0,8.1,141.0,Comedy,NONE,NONE,"Kermit Glines, Fred Tuttle"
5116,tt0113763,Maniya Zhizeli,Aleksey Uchitel,Maniya Zhizeli,1995-01-01,95.0,6.3,124.0,Biography,Drama,History,"Tatyana Moskvina, Nikola Samonov, Sergey Vinogradov"
5117,tt0113767,Manneken Pis,Frank Van Passel,Manneken Pis,1995-01-01,89.0,7.2,676.0,Comedy,Drama,Romance,"Geertrui Coppens, Frank Van Passel, Antje de Boeck, Frank Vercruyssen"
5118,tt0113773,Marching in Darkness,Massimo Spano,Marciando nel buio,1996-01-01,105.0,6.2,113.0,Drama,NONE,NONE,"Massimo De Ambrosis, Jean-Marc Barr"
5119,tt0113774,Margaret's Museum,Mort Ransen,Margaret's Museum,1995-01-01,114.0,7.2,1367.0,Drama,NONE,NONE,Helena Bonham Carter
5120,tt0113776,Marked Man,Marc F. Voizard,Marked Man,1996-01-01,94.0,5.1,342.0,Action,Crime,Drama,"Joelle Marchand, Eric Goulem, Roddy Piper"
5121,tt0113791,Mee Pok Man,Eric Khoo,Mee Pok Man,1995-01-01,105.0,6.0,256.0,Crime,Drama,Romance,NONE
5122,tt0113808,Miami Rhapsody,David Frankel,Miami Rhapsody,1995-01-01,95.0,5.4,3437.0,Comedy,Romance,NONE,"Elodia Riovega, Sarah Jessica Parker"
5123,tt0113819,Mighty Aphrodite,Woody Allen,Mighty Aphrodite,1995-01-01,95.0,7.0,41247.0,Comedy,Fantasy,Romance,"F. Murray Abraham, Lisa Vidal, Walter Iooss Jr., Woody Allen"
5124,tt0113820,Mighty Morphin Power Rangers,Bryan Spicer,Mighty Morphin Power Rangers: The Movie,1995-01-01,95.0,5.2,28535.0,Action,Adventure,Family,"Nicholas Bell, Robert Axelrod, David W. Rose, Karan Ashley"
5125,tt0113824,Whisper of the Heart,Yoshifumi Kondô,Mimi wo sumaseba,1995-01-01,111.0,7.9,65685.0,Animation,Drama,Family,"David Gallagher, Shigeru Tsuyuguchi, Shirô Kishibe, Yoko Honna"
5126,tt0113825,On the Beat,Ying Ning,Min jing gu shi,1995-01-01,102.0,7.0,171.0,Comedy,NONE,NONE,Ying Ning
5127,tt0113828,Les MisǸrables,Claude Lelouch,Les misǸrables,1995-01-01,175.0,7.5,3901.0,Drama,History,NONE,"Paul Belmondo, Annie Girardot, Pierre-Alexis Hollenbeck, Jean-Paul Belmondo"
5128,tt0113834,August in the Water,Gakuryû Ishii,Mizu no naka no hachigatsu,1995-01-01,117.0,7.3,637.0,Drama,Sci-Fi,NONE,"Rena Komine, Reiko Matsuo, Shinsuke Aoki, Rena Komine"
5129,tt0113835,Mlode wilki,Jaroslaw Zamojda,Mlode wilki,1995-01-01,94.0,5.8,717.0,Action,NONE,NONE,"Marcin Lomnicki, Janusz Ostapinski, Dariusz Kordek"
5130,tt0113839,A Modern Affair,Vern Oakley,A Modern Affair,1995-01-01,90.0,5.7,190.0,Comedy,Drama,Romance,Lisa Eichhorn
